/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_ur5e.hdf5
232,241,249,261,241,162,135,138,135,160,163,165,241,232,211,155,135,138,165,232,261,241,211,241,249,162,160,232,135,155,241,163
248,205,233,212,193,166,156,163,163,160,161,171,211,241,232,135,156,163,171,241,212,205,232,211,233,166,160,248,163,135,193,161
232,260,261,215,193,156,166,155,135,160,160,155,241,199,248,138,166,155,155,199,215,260,248,241,261,156,160,232,135,138,193,160
232,260,261,215,241,135,136,138,163,165,138,135,248,241,232,155,136,138,135,241,215,260,232,248,261,135,165,232,163,155,241,138
260,205,261,261,205,166,156,138,155,155,161,134,205,248,214,134,156,138,134,248,261,205,214,205,261,166,155,260,155,134,205,161
260,241,194,215,241,135,136,135,155,165,155,135,193,232,241,155,136,135,135,232,215,241,241,193,194,135,165,260,155,155,241,155
248,214,233,233,260,156,156,160,135,165,134,165,211,232,260,138,156,160,165,232,233,214,260,211,233,156,165,248,135,138,260,134
248,232,261,215,193,156,156,155,160,165,161,134,248,260,241,155,156,155,134,260,215,232,241,248,261,156,165,248,160,155,193,161
232,260,200,261,260,139,139,138,161,155,155,155,241,232,248,135,139,138,155,232,261,260,248,241,200,139,155,232,161,135,260,155
260,241,212,206,241,162,172,163,155,171,161,161,260,232,232,135,172,163,161,232,206,241,232,260,212,162,171,260,155,135,241,161
260,193,212,261,248,161,161,171,138,138,165,155,211,260,260,155,161,171,155,260,261,193,260,211,212,161,138,260,138,155,248,165
232,248,215,200,248,156,156,138,161,155,155,165,205,241,214,155,156,138,165,241,200,248,214,205,215,156,155,232,161,155,248,155
260,260,215,215,232,136,156,165,155,160,163,155,205,232,214,155,156,165,155,232,215,260,214,205,215,136,160,260,155,155,232,163
232,241,249,194,193,136,139,134,134,165,135,165,241,241,260,161,139,134,165,241,194,241,260,241,249,136,165,232,134,161,193,135
241,232,212,242,205,139,172,155,135,155,155,155,241,241,260,135,172,155,155,241,242,232,260,241,212,139,155,241,135,135,205,155
260,248,206,215,241,161,136,165,155,155,165,134,260,241,241,161,136,165,134,241,215,248,241,260,206,161,155,260,155,161,241,165
232,260,194,215,193,136,164,138,155,155,155,135,241,241,248,155,164,138,135,241,215,260,248,241,194,136,155,232,155,155,193,155
232,241,233,233,248,139,136,155,134,165,165,155,193,260,260,155,136,155,155,260,233,241,260,193,233,139,165,232,134,155,248,165
241,248,215,261,248,136,139,160,134,163,160,165,193,232,260,155,139,160,165,232,261,248,260,193,215,136,163,241,134,155,248,160
232,232,206,261,232,136,166,138,171,155,155,138,248,241,260,161,166,138,138,241,261,232,260,248,206,136,155,232,171,161,232,155
241,214,212,200,214,139,135,135,161,160,155,163,232,232,248,155,135,135,163,232,200,214,248,232,212,139,160,241,161,155,214,155
214,248,200,206,260,156,139,138,135,138,155,138,241,248,232,161,139,138,138,248,206,248,232,241,200,156,138,214,135,161,260,155
211,205,249,215,193,166,161,155,171,161,155,155,193,248,193,135,161,155,155,248,215,205,193,193,249,166,161,211,171,135,193,155
248,232,233,215,241,135,136,135,161,163,163,163,248,193,232,155,136,135,163,193,215,232,232,248,233,135,163,248,161,155,241,163
232,241,200,242,214,156,136,135,135,155,161,165,214,241,260,155,136,135,165,241,242,241,260,214,200,156,155,232,135,155,214,161
214,232,249,194,248,161,162,163,161,134,155,155,260,232,241,163,162,163,155,232,194,232,241,260,249,161,134,214,161,163,248,155
241,241,233,212,211,156,139,155,138,155,155,155,211,241,232,135,139,155,155,241,212,241,232,211,233,156,155,241,138,135,211,155
232,232,215,242,205,162,156,163,161,155,155,165,260,205,232,135,156,163,165,205,242,232,232,260,215,162,155,232,161,135,205,155
241,214,206,212,260,139,164,134,163,163,163,155,193,232,199,155,164,134,155,232,212,214,199,193,206,139,163,241,163,155,260,163
232,211,215,261,241,166,166,160,155,155,155,134,205,241,260,155,166,160,134,241,261,211,260,205,215,166,155,232,155,155,241,155
232,232,242,194,232,139,164,163,134,138,163,165,260,241,260,165,164,163,165,241,194,232,260,260,242,139,138,232,134,165,232,163
241,260,212,242,248,139,156,138,165,160,155,155,260,241,241,135,156,138,155,241,242,260,241,260,212,139,160,241,165,135,248,155
241,211,215,233,214,136,156,163,155,135,155,155,248,232,232,135,156,163,155,232,233,211,232,248,215,136,135,241,155,135,214,155
248,260,215,215,193,136,161,163,135,134,155,135,260,193,193,135,161,163,135,193,215,260,193,260,215,136,134,248,135,135,193,155
232,232,194,212,205,172,156,155,155,171,163,165,214,193,241,163,156,155,165,193,212,232,241,214,194,172,171,232,155,163,205,163
232,248,206,212,232,135,135,160,135,155,161,134,248,214,260,135,135,160,134,214,212,248,260,248,206,135,155,232,135,135,232,161
248,232,194,194,232,139,156,155,155,134,163,135,205,193,214,135,156,155,135,193,194,232,214,205,194,139,134,248,155,135,232,163
214,232,261,215,248,166,156,155,155,155,155,138,232,241,193,163,156,155,138,241,215,232,193,232,261,166,155,214,155,163,248,155
232,232,261,233,260,172,135,163,155,155,135,171,199,232,214,155,135,163,171,232,233,232,214,199,261,172,155,232,155,155,260,135
205,260,261,261,241,136,161,135,160,165,165,155,248,232,260,155,161,135,155,232,261,260,260,248,261,136,165,205,160,155,241,165
232,260,194,215,241,135,166,138,161,165,155,134,241,232,260,135,166,138,134,232,215,260,260,241,194,135,165,232,161,135,241,155
248,232,212,233,205,166,172,171,160,163,155,165,214,241,241,165,172,171,165,241,233,232,241,214,212,166,163,248,160,165,205,155
232,232,233,206,205,166,156,165,135,163,171,165,248,248,241,165,156,165,165,248,206,232,241,248,233,166,163,232,135,165,205,171
211,211,200,194,241,172,135,155,161,163,163,138,248,193,232,155,135,155,138,193,194,211,232,248,200,172,163,211,161,155,241,163
232,260,212,261,214,139,156,163,165,160,163,165,260,193,241,160,156,163,165,193,261,260,241,260,212,139,160,232,165,160,214,163
241,241,233,194,211,166,135,155,138,163,138,165,248,232,211,163,135,155,165,232,194,241,211,248,233,166,163,241,138,163,211,138
260,211,200,212,248,161,166,160,160,160,161,163,241,241,214,155,166,160,163,241,212,211,214,241,200,161,160,260,160,155,248,161
260,248,200,215,205,139,135,165,138,155,163,135,232,260,205,138,135,165,135,260,215,248,205,232,200,139,155,260,138,138,205,163
241,232,242,242,248,135,139,163,163,134,163,165,214,232,232,155,139,163,165,232,242,232,232,214,242,135,134,241,163,155,248,163
260,205,212,215,193,135,139,155,161,161,161,135,260,260,260,163,139,155,135,260,215,205,260,260,212,135,161,260,161,163,193,161
260,260,206,212,248,156,162,155,135,155,155,135,211,260,241,155,162,155,135,260,212,260,241,211,206,156,155,260,135,155,248,155
232,211,233,233,241,166,139,163,135,160,160,163,232,241,193,155,139,163,163,241,233,211,193,232,233,166,160,232,135,155,241,160
232,260,200,233,260,162,166,134,155,165,134,138,248,232,232,155,166,134,138,232,233,260,232,248,200,162,165,232,155,155,260,134
260,232,206,206,248,172,156,138,163,155,155,135,260,232,232,155,156,138,135,232,206,232,232,260,206,172,155,260,163,155,248,155
260,248,242,206,260,156,139,155,155,155,155,138,260,232,241,155,139,155,138,232,206,248,241,260,242,156,155,260,155,155,260,155
214,241,261,233,232,139,161,134,161,160,171,165,241,232,248,165,161,134,165,232,233,241,248,241,261,139,160,214,161,165,232,171
260,232,206,233,214,156,166,155,160,155,165,155,260,214,232,161,166,155,155,214,233,232,232,260,206,156,155,260,160,161,214,165
232,260,261,194,232,139,172,160,160,155,135,138,241,241,260,155,172,160,138,241,194,260,260,241,261,139,155,232,160,155,232,135
241,205,206,200,193,136,139,163,155,165,163,171,232,232,193,163,139,163,171,232,200,205,193,232,206,136,165,241,155,163,193,163
260,241,206,249,260,166,156,155,165,163,135,155,248,232,232,138,156,155,155,232,249,241,232,248,206,166,163,260,165,138,260,135
260,193,233,194,193,136,139,138,135,155,163,138,248,205,232,134,139,138,138,205,194,193,232,248,233,136,155,260,135,134,193,163
211,214,212,261,248,136,156,161,163,155,134,155,193,241,232,171,156,161,155,241,261,214,232,193,212,136,155,211,163,171,248,134
211,193,206,200,211,161,161,155,155,163,155,171,232,260,232,163,161,155,171,260,200,193,232,232,206,161,163,211,155,163,211,155
232,241,261,212,248,164,162,171,163,161,134,138,248,241,248,161,162,171,138,241,212,241,248,248,261,164,161,232,163,161,248,134
241,232,242,206,205,172,136,135,171,160,135,155,214,241,241,155,136,135,155,241,206,232,241,214,242,172,160,241,171,155,205,135
248,241,233,261,248,166,162,161,135,135,135,134,241,241,260,155,162,161,134,241,261,241,260,241,233,166,135,248,135,155,248,135
232,241,233,200,193,162,161,163,155,165,155,138,248,260,232,135,161,163,138,260,200,241,232,248,233,162,165,232,155,135,193,155
211,260,212,200,260,166,166,138,163,171,160,165,211,232,232,160,166,138,165,232,200,260,232,211,212,166,171,211,163,160,260,160
232,241,212,194,241,135,136,135,165,155,134,134,241,241,248,134,136,135,134,241,194,241,248,241,212,135,155,232,165,134,241,134
241,232,261,194,193,164,139,163,155,135,163,165,260,193,232,161,139,163,165,193,194,232,232,260,261,164,135,241,155,161,193,163
232,260,249,233,248,172,161,134,163,155,163,171,199,211,232,138,161,134,171,211,233,260,232,199,249,172,155,232,163,138,248,163
260,232,233,261,214,139,156,160,138,160,160,165,214,241,232,160,156,160,165,241,261,232,232,214,233,139,160,260,138,160,214,160
232,248,212,249,241,166,172,138,155,165,135,155,260,232,232,155,172,138,155,232,249,248,232,260,212,166,165,232,155,155,241,135
241,241,233,261,205,166,139,161,161,134,161,135,241,232,232,155,139,161,135,232,261,241,232,241,233,166,134,241,161,155,205,161
232,193,249,215,241,135,136,135,155,155,155,165,193,232,241,135,136,135,165,232,215,193,241,193,249,135,155,232,155,135,241,155
232,260,215,242,214,166,172,155,155,160,161,155,260,232,260,165,172,155,155,232,242,260,260,260,215,166,160,232,155,165,214,161
260,214,215,194,241,166,172,160,163,160,161,155,232,232,241,155,172,160,155,232,194,214,241,232,215,166,160,260,163,155,241,161
232,248,200,212,241,136,162,138,135,155,155,155,193,211,193,155,162,138,155,211,212,248,193,193,200,136,155,232,135,155,241,155
248,241,233,233,214,135,135,155,155,155,161,155,260,260,241,163,135,155,155,260,233,241,241,260,233,135,155,248,155,163,214,161
241,260,206,215,205,162,166,155,138,171,155,155,211,241,214,160,166,155,155,241,215,260,214,211,206,162,171,241,138,160,205,155
232,232,212,194,248,166,156,160,161,163,135,135,260,260,232,155,156,160,135,260,194,232,232,260,212,166,163,232,161,155,248,135
205,241,194,249,241,135,156,134,135,135,135,155,260,241,232,155,156,134,155,241,249,241,232,260,194,135,135,205,135,155,241,135
232,232,261,194,248,162,166,161,155,160,163,155,193,248,241,135,166,161,155,248,194,232,241,193,261,162,160,232,155,135,248,163
232,211,194,249,214,166,156,165,155,138,155,135,214,241,248,163,156,165,135,241,249,211,248,214,194,166,138,232,155,163,214,155
241,260,212,215,193,164,156,160,135,134,134,155,205,260,232,161,156,160,155,260,215,260,232,205,212,164,134,241,135,161,193,134
241,260,233,206,248,139,156,163,134,163,135,155,248,232,232,155,156,163,155,232,206,260,232,248,233,139,163,241,134,155,248,135
193,211,212,206,241,136,139,160,160,155,161,155,232,232,232,138,139,160,155,232,206,211,232,232,212,136,155,193,160,138,241,161
248,205,206,261,260,135,135,155,155,165,155,160,241,199,205,138,135,155,160,199,261,205,205,241,206,135,165,248,155,138,260,155
232,232,249,212,241,156,156,138,160,155,165,155,214,248,232,135,156,138,155,248,212,232,232,214,249,156,155,232,160,135,241,165
193,232,194,233,241,156,156,155,134,163,155,138,260,241,232,163,156,155,138,241,233,232,232,260,194,156,163,193,134,163,241,155
260,260,249,212,241,172,156,165,155,161,161,155,241,232,241,161,156,165,155,232,212,260,241,241,249,172,161,260,155,161,241,161
260,205,194,200,248,135,156,160,134,160,160,138,214,260,241,135,156,160,138,260,200,205,241,214,194,135,160,260,134,135,248,160
241,193,233,194,241,156,166,155,155,160,134,138,248,241,248,165,166,155,138,241,194,193,248,248,233,156,160,241,155,165,241,134
232,193,261,215,193,172,166,138,155,155,161,135,248,232,248,155,166,138,135,232,215,193,248,248,261,172,155,232,155,155,193,161
241,260,215,200,205,161,156,171,138,155,165,138,193,241,248,160,156,171,138,241,200,260,248,193,215,161,155,241,138,160,205,165
205,241,233,194,214,166,166,171,161,134,161,155,193,214,260,138,166,171,155,214,194,241,260,193,233,166,134,205,161,138,214,161
211,260,261,249,214,136,164,160,160,161,155,165,193,260,248,160,164,160,165,260,249,260,248,193,261,136,161,211,160,160,214,155
248,241,242,249,211,162,164,155,160,135,161,165,248,241,232,163,164,155,165,241,249,241,232,248,242,162,135,248,160,163,211,161
199,193,200,249,205,166,156,155,155,135,155,165,214,260,232,155,156,155,165,260,249,193,232,214,200,166,135,199,155,155,205,155
232,248,194,194,260,156,156,138,155,155,155,171,232,232,232,163,156,138,171,232,194,248,232,232,194,156,155,232,155,163,260,155
260,248,215,261,248,156,161,155,171,134,155,134,260,248,232,161,161,155,134,248,261,248,232,260,215,156,134,260,171,161,248,155
211,241,206,233,211,135,172,163,165,161,135,163,193,241,232,161,172,163,163,241,233,241,232,193,206,135,161,211,165,161,211,135
232,260,242,194,248,162,139,160,135,155,134,155,232,260,248,155,139,160,155,260,194,260,248,232,242,162,155,232,135,155,248,134
211,241,215,233,193,139,135,155,155,135,138,138,241,241,232,161,135,155,138,241,233,241,232,241,215,139,135,211,155,161,193,138
214,205,233,206,205,136,139,171,163,134,165,134,241,211,199,155,139,171,134,211,206,205,199,241,233,136,134,214,163,155,205,165
193,193,233,261,214,139,139,155,135,171,161,165,248,241,199,165,139,155,165,241,261,193,199,248,233,139,171,193,135,165,214,161
232,241,242,212,193,139,135,134,165,165,155,135,193,232,260,155,135,134,135,232,212,241,260,193,242,139,165,232,165,155,193,155
260,232,212,261,205,164,156,155,155,155,138,155,232,211,241,163,156,155,155,211,261,232,241,232,212,164,155,260,155,163,205,138
232,248,242,261,214,161,172,138,135,138,155,155,214,205,241,161,172,138,155,205,261,248,241,214,242,161,138,232,135,161,214,155
193,232,206,215,260,164,135,160,134,171,171,135,211,241,214,165,135,160,135,241,215,232,214,211,206,164,171,193,134,165,260,171
260,232,242,233,211,166,135,160,165,155,135,165,205,241,248,160,135,160,165,241,233,232,248,205,242,166,155,260,165,160,211,135
214,260,194,261,241,136,139,161,155,155,161,135,214,241,241,135,139,161,135,241,261,260,241,214,194,136,155,214,155,135,241,161
260,241,261,233,248,166,135,165,155,160,134,165,248,248,232,135,135,165,165,248,233,241,232,248,261,166,160,260,155,135,248,134
241,241,233,261,260,139,164,134,165,155,160,135,193,232,248,165,164,134,135,232,261,241,248,193,233,139,155,241,165,165,260,160
232,211,249,200,241,166,166,135,134,134,163,134,241,193,241,135,166,135,134,193,200,211,241,241,249,166,134,232,134,135,241,163
248,241,194,215,193,139,166,155,134,155,161,155,241,248,248,155,166,155,155,248,215,241,248,241,194,139,155,248,134,155,193,161
193,214,194,215,241,166,166,155,155,155,135,155,193,241,248,163,166,155,155,241,215,214,248,193,194,166,155,193,155,163,241,135
193,260,242,242,260,139,172,135,163,155,163,135,211,232,193,161,172,135,135,232,242,260,193,211,242,139,155,193,163,161,260,163
260,241,242,194,241,136,164,155,163,155,134,165,199,241,260,163,164,155,165,241,194,241,260,199,242,136,155,260,163,163,241,134
260,241,215,206,232,135,162,155,171,155,135,160,241,248,232,155,162,155,160,248,206,241,232,241,215,135,155,260,171,155,232,135
260,232,261,233,214,139,156,135,155,135,165,155,260,248,232,161,156,135,155,248,233,232,232,260,261,139,135,260,155,161,214,165
232,260,212,194,205,136,166,134,135,163,163,163,214,260,232,155,166,134,163,260,194,260,232,214,212,136,163,232,135,155,205,163
241,248,200,194,248,139,161,134,135,163,161,165,211,193,260,155,161,134,165,193,194,248,260,211,200,139,163,241,135,155,248,161
260,241,194,261,248,139,161,138,134,134,138,155,193,241,193,161,161,138,155,241,261,241,193,193,194,139,134,260,134,161,248,138
232,193,194,215,205,136,156,171,161,134,161,135,205,214,232,155,156,171,135,214,215,193,232,205,194,136,134,232,161,155,205,161
211,232,215,194,205,166,139,155,163,165,161,138,199,232,232,155,139,155,138,232,194,232,232,199,215,166,165,211,163,155,205,161
248,241,249,233,214,161,166,138,134,155,134,134,205,241,248,160,166,138,134,241,233,241,248,205,249,161,155,248,134,160,214,134
232,232,206,242,199,166,156,161,165,155,155,134,205,193,241,161,156,161,134,193,242,232,241,205,206,166,155,232,165,161,199,155
232,241,233,249,205,139,164,163,161,161,160,155,248,260,232,165,164,163,155,260,249,241,232,248,233,139,161,232,161,165,205,160
214,232,215,194,232,161,166,134,135,160,155,155,241,241,232,160,166,134,155,241,194,232,232,241,215,161,160,214,135,160,232,155
232,232,249,261,193,136,164,171,135,135,155,155,260,241,232,155,164,171,155,241,261,232,232,260,249,136,135,232,135,155,193,155
260,241,212,233,241,139,139,160,163,155,160,138,241,232,232,155,139,160,138,232,233,241,232,241,212,139,155,260,163,155,241,160
232,232,194,206,260,156,136,161,171,155,161,155,241,248,260,160,136,161,155,248,206,232,260,241,194,156,155,232,171,160,260,161
232,248,200,194,232,166,156,135,171,171,155,163,241,260,232,135,156,135,163,260,194,248,232,241,200,166,171,232,171,135,232,155
214,232,194,233,248,156,139,160,155,155,135,135,241,260,214,165,139,160,135,260,233,232,214,241,194,156,155,214,155,165,248,135
248,205,261,212,211,161,161,138,155,134,163,135,214,241,232,155,161,138,135,241,212,205,232,214,261,161,134,248,155,155,211,163
260,232,215,261,248,166,156,135,155,134,165,165,241,241,241,161,156,135,165,241,261,232,241,241,215,166,134,260,155,161,248,165
260,205,261,194,214,135,135,171,171,155,155,165,241,232,232,135,135,171,165,232,194,205,232,241,261,135,155,260,171,135,214,155
241,193,261,233,211,162,139,163,161,161,165,171,214,205,241,155,139,163,171,205,233,193,241,214,261,162,161,241,161,155,211,165
205,232,212,261,214,172,156,160,134,135,161,135,241,232,241,161,156,160,135,232,261,232,241,241,212,172,135,205,134,161,214,161
211,241,261,212,199,136,136,163,155,135,138,134,248,193,260,160,136,163,134,193,212,241,260,248,261,136,135,211,155,160,199,138
248,241,261,261,205,135,139,134,163,134,134,165,211,211,214,171,139,134,165,211,261,241,214,211,261,135,134,248,163,171,205,134
232,260,206,242,205,136,166,160,134,155,160,135,260,241,232,163,166,160,135,241,242,260,232,260,206,136,155,232,134,163,205,160
248,205,206,215,260,172,136,155,155,138,155,155,241,248,232,135,136,155,155,248,215,205,232,241,206,172,138,248,155,135,260,155
260,260,194,212,260,156,162,155,155,155,134,135,248,232,214,161,162,155,135,232,212,260,214,248,194,156,155,260,155,161,260,134
260,241,261,212,211,161,161,165,135,165,161,155,248,214,232,165,161,165,155,214,212,241,232,248,261,161,165,260,135,165,211,161
241,260,215,249,193,136,135,138,155,161,155,135,214,232,199,155,135,138,135,232,249,260,199,214,215,136,161,241,155,155,193,155
232,232,194,215,260,139,164,155,163,165,163,155,248,248,232,134,164,155,155,248,215,232,232,248,194,139,165,232,163,134,260,163
260,232,233,233,232,135,156,163,155,155,155,135,193,199,232,134,156,163,135,199,233,232,232,193,233,135,155,260,155,134,232,155
248,241,215,249,214,166,172,138,134,155,163,155,248,232,260,155,172,138,155,232,249,241,260,248,215,166,155,248,134,155,214,163
241,260,215,215,260,156,156,171,163,171,135,155,248,232,241,155,156,171,155,232,215,260,241,248,215,156,171,241,163,155,260,135
232,248,206,242,248,135,161,171,163,134,155,165,211,193,232,155,161,171,165,193,242,248,232,211,206,135,134,232,163,155,248,155
241,232,200,233,260,136,166,138,171,155,155,155,248,232,260,138,166,138,155,232,233,232,260,248,200,136,155,241,171,138,260,155
260,211,212,206,248,172,161,163,155,135,161,135,241,241,232,135,161,163,135,241,206,211,232,241,212,172,135,260,155,135,248,161
260,232,194,212,241,156,166,155,155,171,163,163,241,232,232,155,166,155,163,232,212,232,232,241,194,156,171,260,155,155,241,163
232,193,212,233,248,164,156,155,135,160,134,165,241,260,232,138,156,155,165,260,233,193,232,241,212,164,160,232,135,138,248,134
248,241,249,194,193,139,135,163,134,160,134,155,205,193,214,163,135,163,155,193,194,241,214,205,249,139,160,248,134,163,193,134
248,260,215,212,248,161,156,160,165,165,134,135,248,232,232,161,156,160,135,232,212,260,232,248,215,161,165,248,165,161,248,134
214,211,233,261,205,166,164,165,155,155,134,138,260,232,260,135,164,165,138,232,261,211,260,260,233,166,155,214,155,135,205,134
214,199,242,215,241,136,172,165,134,155,155,135,193,193,241,161,172,165,135,193,215,199,241,193,242,136,155,214,134,161,241,155
260,241,261,212,248,166,161,171,134,171,135,134,241,211,241,160,161,171,134,211,212,241,241,241,261,166,171,260,134,160,248,135
214,248,200,206,248,139,164,163,155,160,135,135,248,214,248,155,164,163,135,214,206,248,248,248,200,139,160,214,155,155,248,135
260,232,242,261,260,166,136,160,134,165,161,135,260,260,214,163,136,160,135,260,261,232,214,260,242,166,165,260,134,163,260,161
241,260,249,233,193,136,156,155,155,171,135,135,248,241,248,155,156,155,135,241,233,260,248,248,249,136,171,241,155,155,193,135
232,205,212,215,241,156,156,165,138,163,165,165,248,248,260,155,156,165,165,248,215,205,260,248,212,156,163,232,138,155,241,165
232,205,242,261,248,161,156,135,155,161,165,155,205,232,232,161,156,135,155,232,261,205,232,205,242,161,161,232,155,161,248,165
248,214,212,233,232,172,136,155,155,138,138,155,241,241,260,163,136,155,155,241,233,214,260,241,212,172,138,248,155,163,232,138
241,214,233,206,193,156,164,134,135,155,155,155,214,193,232,165,164,134,155,193,206,214,232,214,233,156,155,241,135,165,193,155
232,214,233,233,232,136,139,160,163,155,138,138,241,241,248,171,139,160,138,241,233,214,248,241,233,136,155,232,163,171,232,138
232,260,215,200,193,156,172,135,134,155,161,135,211,205,248,165,172,135,135,205,200,260,248,211,215,156,155,232,134,165,193,161
232,241,215,194,205,136,156,165,165,155,155,155,241,241,211,135,156,165,155,241,194,241,211,241,215,136,155,232,165,135,205,155
260,260,249,242,205,164,136,135,138,171,134,138,205,241,241,165,136,135,138,241,242,260,241,205,249,164,171,260,138,165,205,134
232,260,242,261,241,166,161,161,163,155,155,155,241,241,232,155,161,161,155,241,261,260,232,241,242,166,155,232,163,155,241,155
211,232,261,233,232,156,166,155,163,134,163,171,214,241,232,160,166,155,171,241,233,232,232,214,261,156,134,211,163,160,232,163
211,260,212,242,241,135,164,165,135,134,135,165,260,199,248,160,164,165,165,199,242,260,248,260,212,135,134,211,135,160,241,135
232,241,206,206,193,136,166,160,134,165,163,155,211,232,199,138,166,160,155,232,206,241,199,211,206,136,165,232,134,138,193,163
241,211,212,242,241,166,136,160,138,134,165,138,241,260,214,138,136,160,138,260,242,211,214,241,212,166,134,241,138,138,241,165
232,232,194,194,241,166,156,134,155,163,165,155,248,232,214,165,156,134,155,232,194,232,214,248,194,166,163,232,155,165,241,165
241,241,215,212,211,156,136,134,155,165,155,155,193,199,232,135,136,134,155,199,212,241,232,193,215,156,165,241,155,135,211,155
241,232,206,261,205,166,136,165,171,165,138,135,241,232,241,135,136,165,135,232,261,232,241,241,206,166,165,241,171,135,205,138
241,260,215,194,232,156,156,161,155,155,160,155,214,260,232,163,156,161,155,260,194,260,232,214,215,156,155,241,155,163,232,160
232,241,261,200,193,166,136,163,134,135,163,155,211,248,232,155,136,163,155,248,200,241,232,211,261,166,135,232,134,155,193,163
232,193,194,206,232,161,136,163,160,155,155,138,241,232,211,163,136,163,138,232,206,193,211,241,194,161,155,232,160,163,232,155
214,193,206,200,248,162,164,160,155,134,155,135,248,193,214,134,164,160,135,193,200,193,214,248,206,162,134,214,155,134,248,155
193,260,206,194,211,172,156,160,163,165,155,171,211,193,260,165,156,160,171,193,194,260,260,211,206,172,165,193,163,165,211,155
232,232,215,233,248,135,166,155,171,155,155,165,193,241,260,161,166,155,165,241,233,232,260,193,215,135,155,232,171,161,248,155
